	numbers	3000	0.4221422142214221	0.995999599959996	0.997999799979998	20240207172222	0	1	0.1	0.005	10000	50.0	
	numbers	2000	0.42604260426042606	0.995999599959996	0.997999799979998	20240207172951	0	1	0.1	0.005	10000	50.0	
	numbers	1000	0.3716371637163716	0.9526952695269527	0.997999799979998	20240207173335	0	1	0.1	0.005	10000	50.0	
	numbers	1000	0.41284128412841287	0.9267926792679267	0.997999799979998	20240207173710	0	1	0.1	0.005	10000	50.0	
	numbers	1000	0.32203220322032206	0.9765976597659766	0.997999799979998	20240207174057	0	1	0.1	0.005	10000	50.0	
	numbers	1000	0.4462446244624462	0.9955995599559956	0.997999799979998	20240207174423	0	1	0.1	0.005	10000	50.0	
	numbers	1000	0.2569256925692569	0.9134913491349135	0.997999799979998	20240207174833	0	1	0.1	0.01	10000	100.0	
	numbers	1000	0.37943794379437945	0.9558955895589559	0.997999799979998	20240207175230	0	1	0.1	0.0075	10000	75.0	
	numbers	1000	0.3797379737973797	0.9770977097709771	0.997999799979998	20240207175554	0	1	0.1	0.015	10000	150.0	
	numbers	1000	0.32973297329732976	0.9532953295329533	0.997999799979998	20240207175924	0	1	0.1	0.025	10000	250.0	
	numbers	1000	0.41674167416741675	0.9901990199019902	0.9962996299629963	20240207180332	0	1	0.1	0.05	10000	500.0	
	numbers	1000	0.30973097309730974	0.9428942894289429	0.9897989798979898	20240207180725	0	1	0.1	0.1	10000	1000.0	
	numbers	1000	0.34683468346834684	0.9201920192019202	0.9602960296029603	20240207181059	0	1	0.1	0.25	10000	2500.0	
	numbers	1000	0.32103210321032105	0.9742974297429743	0.997999799979998	20240207181600	0	1	0.1	0.002	10000	20.0	
	numbers	1000	0.5030751537576879	0.992399619980999	0.9989999499974999	20240207182613	0	1	0.1	0.002	20000	40.0	
	numbers	3000	0.6129612961296129	0.993099309930993	0.997999799979998	20240208142852	0	1	0.1	0.005	10000	50.0	
	numbers	3000	0.5433543354335434	0.9921992199219922	0.997999799979998	20240208143708	0	1	0.1	0.005	10000	50.0	
	numbers	500	0.32043204320432045	0.9107910791079108	0.997999799979998	20240208143834	0	1	0.1	0.005	10000	50.0	
	numbers	500	0.22612261226122612	0.8714871487148715	0.997999799979998	20240208143956	0	1	0.1	0.005	10000	50.0	
	numbers	500	0.31073107310731074	0.9362936293629363	0.997999799979998	20240208144141	0	1	0.1	0.005	10000	50.0	
	numbers	500	0.17941794179417941	0.7015701570157016	0.9586958695869587	20240208144316	0	1	0.1	0.005	10000	50.0	
	numbers	500	0.18961896189618963	0.8047804780478047	0.9667966796679668	20240208144452	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.33043304330433043	0.8847884788478848	0.9962996299629963	20240208144551	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.2666266626662666	0.886988698869887	0.976997699769977	20240208144636	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.1497149714971497	0.6197619761976197	0.8966896689668967	20240208144753	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.15981598159815982	0.6576657665766577	0.9704970497049705	20240208144847	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.13001300130013002	0.6925692569256926	0.968996899689969	20240208145130	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.18901890189018902	0.6961696169616962	0.9566956695669567	20240208145320	0	1	0.1	0.005	10000	50.0	
	numbers	250	0.14341434143414342	0.6362636263626362	0.9223922392239224	20240208145410	0	1	0.1	0.005	10000	50.0	
